name,light_years_from_earth,plante_mass,stellar_magnitude,decovery_date 
Kepler-1373 b,5544,1.65 Earths,14.328,2016
Kepler-1424 b,2158,1.65 Earths,13.756,2016
K2-72 c,217,1.65 Earths,15.37,2016
Kepler-363 b,2488,1.65 Earths,13.472,2014
Kepler-316 c,1256,1.65 Earths,15.81,2014
K2-122 b,235,1.65 Earths,13.105,2017
Kepler-149 b,1863,16.5 Earths,14.152,2014
Kepler-584 b,6031,16.5 Earths,14.973,2016
Kepler-953 b,845,16.5 Earths,11.871,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
GJ 1132 b,41,1.66 Earths,13.68,2015
OGLE-2013-BLG-0341L B b,2972,1.66 Earths,,2014
Kepler-276 c,3735,16.6 Earths,15.481,2013
HD 219666 b,307,16.6 Earths,9.809,2018
TAP 26 b,396,1.66 Jupiters,12.5,2017
WASP-178 b,1395,1.66 Jupiters,9.946,2019
HD 160691 b,51,1.676 Jupiters,5.12,2000
K2-110 b,380,16.7 Earths,11.985,2017
Kepler-953 b,845,16.5 Earths,11.871,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
GJ 1132 b,41,1.66 Earths,13.68,2015
OGLE-2013-BLG-0341L B b,2972,1.66 Earths,,2014
Kepler-276 c,3735,16.6 Earths,15.481,2013
HD 219666 b,307,16.6 Earths,9.809,2018
TAP 26 b,396,1.66 Jupiters,12.5,2017
WASP-178 b,1395,1.66 Jupiters,9.946,2019
HD 160691 b,51,1.676 Jupiters,5.12,2000
K2-110 b,380,16.7 Earths,11.985,2017
Kepler-953 b,845,16.5 Earths,11.871,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
GJ 1132 b,41,1.66 Earths,13.68,2015
OGLE-2013-BLG-0341L B b,2972,1.66 Earths,,2014
Kepler-276 c,3735,16.6 Earths,15.481,2013
HD 219666 b,307,16.6 Earths,9.809,2018
TAP 26 b,396,1.66 Jupiters,12.5,2017
WASP-178 b,1395,1.66 Jupiters,9.946,2019
HD 160691 b,51,1.676 Jupiters,5.12,2000
K2-110 b,380,16.7 Earths,11.985,2017
HD 142415 b,116,1.67 Jupiters,7.33,2003
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 180902 b,341,1.685 Jupiters,7.78,2009
HD 92987 b,142,16.88 Jupiters,7.03,2019
Kepler-230 b,2416,16.8 Earths,15.264,2014
HD 34445 e,150,16.8 Earths,7.31,2017
HD 6718 b,167,1.68 Jupiters,8.45,2009
K2-34 b,1137,1.698 Jupiters,11.447,2016
HD 192310 b,29,16.9 Earths,5.73,2011
HD 142415 b,116,1.67 Jupiters,7.33,2003
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 180902 b,341,1.685 Jupiters,7.78,2009
HD 92987 b,142,16.88 Jupiters,7.03,2019
Kepler-230 b,2416,16.8 Earths,15.264,2014
HD 34445 e,150,16.8 Earths,7.31,2017
HD 6718 b,167,1.68 Jupiters,8.45,2009
K2-34 b,1137,1.698 Jupiters,11.447,2016
HD 192310 b,29,16.9 Earths,5.73,2011
HD 177830 b,205,1.69 Jupiters,7.18,1999
Kepler-1468 c,6195,1.6 Earths,15.111,2016
Kepler-1553 b,2259,1.6 Earths,15.251,2016
K2-54 b,571,1.6 Earths,14.542,2016
Kepler-1199 b,1838,1.6 Earths,13.173,2016
Kepler-1240 b,2812,1.6 Earths,14.092,2016
K2-185 b,875,1.6 Earths,12.235,2018
K2-156 b,490,1.6 Earths,13.4,2018
Kepler-966 b,3353,16 Earths,14.731,2016
Kepler-697 b,4167,16 Earths,15.888,2016
Kepler-453 b,1445,16 Earths,13.672,2015
HD 102365 b,30,16 Earths,4.89,2010
GJ 687 c,15,16 Earths,9.15,2020
TOI-561 e,280,16 Earths,10.252,2020
TOI-2076 d,137,16 Earths,9.139,2021
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
WASP-170 b,997,1.6 Jupiters,12.613,2018
BD+49 828 b,1442,1.6 Jupiters,9.381,2015
HD 129445 b,220,1.6 Jupiters,8.8,2009
Kepler-453 b,1445,16 Earths,13.672,2015
HD 102365 b,30,16 Earths,4.89,2010
GJ 687 c,15,16 Earths,9.15,2020
TOI-561 e,280,16 Earths,10.252,2020
TOI-2076 d,137,16 Earths,9.139,2021
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
WASP-170 b,997,1.6 Jupiters,12.613,2018
BD+49 828 b,1442,1.6 Jupiters,9.381,2015
HD 129445 b,220,1.6 Jupiters,8.8,2009
Kepler-453 b,1445,16 Earths,13.672,2015
HD 102365 b,30,16 Earths,4.89,2010
GJ 687 c,15,16 Earths,9.15,2020
TOI-561 e,280,16 Earths,10.252,2020
TOI-2076 d,137,16 Earths,9.139,2021
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
WASP-170 b,997,1.6 Jupiters,12.613,2018
BD+49 828 b,1442,1.6 Jupiters,9.381,2015
HD 129445 b,220,1.6 Jupiters,8.8,2009
Kepler-453 b,1445,16 Earths,13.672,2015
HD 102365 b,30,16 Earths,4.89,2010
GJ 687 c,15,16 Earths,9.15,2020
TOI-561 e,280,16 Earths,10.252,2020
TOI-2076 d,137,16 Earths,9.139,2021
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
WASP-170 b,997,1.6 Jupiters,12.613,2018
BD+49 828 b,1442,1.6 Jupiters,9.381,2015
HD 129445 b,220,1.6 Jupiters,8.8,2009
Kepler-453 b,1445,16 Earths,13.672,2015
HD 102365 b,30,16 Earths,4.89,2010
GJ 687 c,15,16 Earths,9.15,2020
TOI-561 e,280,16 Earths,10.252,2020
TOI-2076 d,137,16 Earths,9.139,2021
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
WASP-170 b,997,1.6 Jupiters,12.613,2018
BD+49 828 b,1442,1.6 Jupiters,9.381,2015
HD 129445 b,220,1.6 Jupiters,8.8,2009
HD 42012 b,120,1.6 Jupiters,8.44,2017
GSC 06214-00210 b,354,16 Jupiters,12.416,2010
FU Tauri b,435,16 Jupiters,15.2412,2008
ROXs 12 b,446,16 Jupiters,14.763,2013
USco1621 b,450,16 Jupiters,15.543,2019
HD 109271 b,182,17.162 Earths,8.04,2013
HD 23472 c,127,17.18 Earths,9.73,2019
HD 168443 c,129,17.193 Jupiters,6.92122,2000
Kepler-185 b,1522,1.71 Earths,14.562,2014
Kepler-186 f,579,1.71 Earths,15.138,2014
Kepler-18 c,1413,17.3 Earths,13.771,2011
HD 125612 c,188,17.48065 Earths,8.31,2009
GJ 1061 c,12,1.74 Earths,12.7,2020
Kepler-1514 c,1296,1.74 Earths,11.766,2020
Kepler-595 b,2097,17.4 Earths,15.067,2016
Kepler-326 c,1591,17.4 Earths,13.734,2014
K2-245 b,1488,17.4 Earths,12.755,2018
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Tau Ceti g,12,1.75 Earths,3.49607,2017
HD 33844 c,345,1.75 Jupiters,7.29,2015
HD 72490 b,412,1.768 Jupiters,7.82,2018
WASP-114 b,1707,1.769 Jupiters,12.685,2016
HD 128311 b,53,1.769 Jupiters,7.48,2002
Kepler-341 b,3415,1.76 Earths,14.739,2014
Kepler-1430 b,2856,1.76 Earths,15.567,2016
Kepler-1477 b,2221,1.76 Earths,14.72,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1537 b,1687,1.76 Earths,14.827,2016
Kepler-1390 b,2360,1.76 Earths,14.558,2016
Kepler-847 b,1674,1.76 Earths,14.998,2016
HD 72490 b,412,1.768 Jupiters,7.82,2018
WASP-114 b,1707,1.769 Jupiters,12.685,2016
HD 128311 b,53,1.769 Jupiters,7.48,2002
Kepler-341 b,3415,1.76 Earths,14.739,2014
Kepler-1430 b,2856,1.76 Earths,15.567,2016
Kepler-1477 b,2221,1.76 Earths,14.72,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1537 b,1687,1.76 Earths,14.827,2016
Kepler-1390 b,2360,1.76 Earths,14.558,2016
Kepler-847 b,1674,1.76 Earths,14.998,2016
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-1248 b,1934,1.76 Earths,12.9,2016
Kepler-1264 b,2616,1.76 Earths,14.629,2016
Kepler-132 e,1140,1.76 Earths,11.922,2016
LHS 1140 c,49,1.76 Earths,14.15,2018
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-23 d,2726,17.6 Earths,13.567,2014
Kepler-959 b,2635,17.6 Earths,12.606,2016
Kepler-450 d,1487,17.6 Earths,11.991,2015
HD 204313 c,156,17.6 Earths,7.99,2015
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-1248 b,1934,1.76 Earths,12.9,2016
Kepler-1264 b,2616,1.76 Earths,14.629,2016
Kepler-132 e,1140,1.76 Earths,11.922,2016
LHS 1140 c,49,1.76 Earths,14.15,2018
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-23 d,2726,17.6 Earths,13.567,2014
Kepler-959 b,2635,17.6 Earths,12.606,2016
Kepler-450 d,1487,17.6 Earths,11.991,2015
HD 204313 c,156,17.6 Earths,7.99,2015
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-1248 b,1934,1.76 Earths,12.9,2016
Kepler-1264 b,2616,1.76 Earths,14.629,2016
Kepler-132 e,1140,1.76 Earths,11.922,2016
LHS 1140 c,49,1.76 Earths,14.15,2018
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-23 d,2726,17.6 Earths,13.567,2014
Kepler-959 b,2635,17.6 Earths,12.606,2016
Kepler-450 d,1487,17.6 Earths,11.991,2015
HD 204313 c,156,17.6 Earths,7.99,2015
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-1248 b,1934,1.76 Earths,12.9,2016
Kepler-1264 b,2616,1.76 Earths,14.629,2016
Kepler-132 e,1140,1.76 Earths,11.922,2016
LHS 1140 c,49,1.76 Earths,14.15,2018
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-23 d,2726,17.6 Earths,13.567,2014
Kepler-959 b,2635,17.6 Earths,12.606,2016
Kepler-450 d,1487,17.6 Earths,11.991,2015
HD 204313 c,156,17.6 Earths,7.99,2015
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-1248 b,1934,1.76 Earths,12.9,2016
Kepler-1264 b,2616,1.76 Earths,14.629,2016
Kepler-132 e,1140,1.76 Earths,11.922,2016
LHS 1140 c,49,1.76 Earths,14.15,2018
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-23 d,2726,17.6 Earths,13.567,2014
Kepler-959 b,2635,17.6 Earths,12.606,2016
Kepler-450 d,1487,17.6 Earths,11.991,2015
HD 204313 c,156,17.6 Earths,7.99,2015
Kepler-1213 b,2635,1.81 Earths,13.416,2016
Kepler-775 b,1300,1.81 Earths,13.564,2016
Kepler-90c,2767,1.81 Earths,13.883,2013
Kepler-636 b,1012,18.1 Earths,13.906,2016
HD 69830 d,41,18.1 Earths,5.96004,2006
61 Virginis c,28,18.2 Earths,4.6955,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
Kepler-167 d,1115,1.83 Earths,14.284,2016
Tau Ceti h,12,1.83 Earths,3.49607,2017
Kepler-1213 b,2635,1.81 Earths,13.416,2016
Kepler-775 b,1300,1.81 Earths,13.564,2016
Kepler-90c,2767,1.81 Earths,13.883,2013
Kepler-636 b,1012,18.1 Earths,13.906,2016
HD 69830 d,41,18.1 Earths,5.96004,2006
61 Virginis c,28,18.2 Earths,4.6955,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
Kepler-167 d,1115,1.83 Earths,14.284,2016
Tau Ceti h,12,1.83 Earths,3.49607,2017
Kepler-1213 b,2635,1.81 Earths,13.416,2016
Kepler-775 b,1300,1.81 Earths,13.564,2016
Kepler-90c,2767,1.81 Earths,13.883,2013
Kepler-636 b,1012,18.1 Earths,13.906,2016
HD 69830 d,41,18.1 Earths,5.96004,2006
61 Virginis c,28,18.2 Earths,4.6955,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
Kepler-167 d,1115,1.83 Earths,14.284,2016
Tau Ceti h,12,1.83 Earths,3.49607,2017
Kepler-1213 b,2635,1.81 Earths,13.416,2016
Kepler-775 b,1300,1.81 Earths,13.564,2016
Kepler-90c,2767,1.81 Earths,13.883,2013
Kepler-636 b,1012,18.1 Earths,13.906,2016
HD 69830 d,41,18.1 Earths,5.96004,2006
61 Virginis c,28,18.2 Earths,4.6955,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
Kepler-167 d,1115,1.83 Earths,14.284,2016
Tau Ceti h,12,1.83 Earths,3.49607,2017
Kepler-1213 b,2635,1.81 Earths,13.416,2016
Kepler-775 b,1300,1.81 Earths,13.564,2016
Kepler-90c,2767,1.81 Earths,13.883,2013
Kepler-636 b,1012,18.1 Earths,13.906,2016
HD 69830 d,41,18.1 Earths,5.96004,2006
61 Virginis c,28,18.2 Earths,4.6955,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
Kepler-167 d,1115,1.83 Earths,14.284,2016
Tau Ceti h,12,1.83 Earths,3.49607,2017
Kepler-211 c,1009,18.3 Earths,13.448,2014
TOI-824 b,209,18.467 Earths,11.314,2020
HAT-P-36 b,960,1.8482 Jupiters,12.146,2011
GJ 357 b,31,1.84 Earths,10.91,2019
HD 5278 c,188,18.4 Earths,7.94,2021
Kepler-117 c,4748,1.84 Jupiters,14.282,2014
HAT-P-7 b,1113,1.84 Jupiters,10.481,2008
HATS-1 b,926,1.855 Jupiters,12.155,2012
K2-43 b,595,18.5 Earths,15.748,2016
K2-114 b,1552,1.85 Jupiters,14.55,2017
OGLE-2012-BLG-0358L b,5741,1.85 Jupiters,,2013
7 Canis Majoris b,65,1.85 Jupiters,3.95,2011
TOI-1278 b,247,18.5 Jupiters,13.502,2021
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 152581 b,541,1.869 Jupiters,8.38,2011
GJ 3473 b,89,1.86 Earths,13.74,2020
Kepler-85 d,2496,1.87 Earths,14.89,2014
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1500 b,3973,1.87 Earths,14.728,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-304 e,1418,1.87 Earths,15.065,2016
Kepler-907 b,1148,1.87 Earths,11.16,2016
Kepler-206 b,1939,1.87 Earths,13.507,2014
Kepler-208 d,2529,1.87 Earths,13.561,2014
Kepler-367 c,613,1.87 Earths,13.193,2014
Kepler-225 b,1830,1.87 Earths,16.294,2014
Kepler-770 c,3035,1.87 Earths,14.852,2016
Kepler-282 c,4363,1.87 Earths,15.444,2014
WASP-163 b,853,1.87 Jupiters,12.663,2018
HIP 71135 b,105,18.8 Earths,10.53,2019
Pr0211 b,596,1.88 Jupiters,12.163,2012
HATS-42 b,2611,1.88 Jupiters,13.682,2018
Qatar-7 b,2303,1.88 Jupiters,13.134,2019
HD 47366 c,275,1.88 Jupiters,6.11151,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
MOA-2011-BLG-291L b,14353,18 Earths,,2018
TOI-2076 c,137,18 Earths,9.139,2021
WASP-105 b,552,1.8 Jupiters,12.049,2017
WASP-37 b,1281,1.8 Jupiters,12.815,2010
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 131496 b,430,1.8 Jupiters,7.8,2011
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010
OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
Kepler-47 d,3344,19.02 Earths,15.31,2019
K2-38 b,629,19.0698 Earths,11.344,2016
HD 190360 c,52,19.069 Earths,5.738,2005
HD 131664 b,172,19.12 Jupiters,8.13,2008
Wolf 1061 b,14,1.91 Earths,10.1,2015
Kepler-219 d,2567,19.1 Earths,13.823,2014
HD 131496 b,430,1.8 Jupiters,7.8,2011
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010
OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
Kepler-47 d,3344,19.02 Earths,15.31,2019
K2-38 b,629,19.0698 Earths,11.344,2016
HD 190360 c,52,19.069 Earths,5.738,2005
HD 131664 b,172,19.12 Jupiters,8.13,2008
Wolf 1061 b,14,1.91 Earths,10.1,2015
Kepler-219 d,2567,19.1 Earths,13.823,2014
HD 131496 b,430,1.8 Jupiters,7.8,2011
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010
OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
Kepler-47 d,3344,19.02 Earths,15.31,2019
K2-38 b,629,19.0698 Earths,11.344,2016
HD 190360 c,52,19.069 Earths,5.738,2005
HD 131664 b,172,19.12 Jupiters,8.13,2008
Wolf 1061 b,14,1.91 Earths,10.1,2015
Kepler-219 d,2567,19.1 Earths,13.823,2014
HD 131496 b,430,1.8 Jupiters,7.8,2011
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010
OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
Kepler-47 d,3344,19.02 Earths,15.31,2019
K2-38 b,629,19.0698 Earths,11.344,2016
HD 190360 c,52,19.069 Earths,5.738,2005
HD 131664 b,172,19.12 Jupiters,8.13,2008
Wolf 1061 b,14,1.91 Earths,10.1,2015
Kepler-219 d,2567,19.1 Earths,13.823,2014
HD 131496 b,430,1.8 Jupiters,7.8,2011
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010
OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
Kepler-47 d,3344,19.02 Earths,15.31,2019
K2-38 b,629,19.0698 Earths,11.344,2016
HD 190360 c,52,19.069 Earths,5.738,2005
HD 131664 b,172,19.12 Jupiters,8.13,2008
Wolf 1061 b,14,1.91 Earths,10.1,2015
Kepler-219 d,2567,19.1 Earths,13.823,2014
TrES-3 b,755,1.91 Jupiters,12.362,2007
WASP-46 b,1224,1.91 Jupiters,13.043,2011
HD 117207 b,106,1.926 Jupiters,7.26,2004
HD 4313 b,445,1.927 Jupiters,7.83,2009
Kepler-189 b,1930,1.92 Earths,14.971,2014
Kepler-81 d,1136,1.92 Earths,15.258,2014
Kepler-132 b,1140,1.92 Earths,11.922,2014
Kepler-169 c,1326,1.92 Earths,14.424,2014
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1284 b,2878,1.92 Earths,15.912,2016
Kepler-743 b,910,1.92 Earths,12.66,2016
Kepler-80 f,1205,1.92 Earths,15.23,2016
K2-228 b,422,1.92 Earths,13.028,2018
K2-279 b,597,1.92 Earths,11.491,2018
KIC 9663113 b,5202,19.2 Earths,14.027,2015
HD 20781 b,117,1.93 Earths,8.48,2019
KOI-3680 b,3008,1.93 Jupiters,14.616,2018
TIC 237913194 b,998,1.942 Jupiters,12.144,2020
L 98-59 d,35,1.94 Earths,11.685,2019
Kepler-867 b,3900,19.4 Earths,15.098,2016
Kepler-222 c,2475,19.4 Earths,15.407,2014
Kepler-450 b,1487,19.4 Earths,11.991,2015
Kepler-564 b,2815,19.4 Earths,14.883,2016
Kepler-553 b,2376,19.4 Earths,15.034,2016
HAT-P-15 b,628,1.94 Jupiters,12.41,2010
KELT-3 b,686,1.94 Jupiters,9.816,2013
HIP 114933 b,332,1.94 Jupiters,7.25,2021
11 Comae Berenices b,304,19.4 Jupiters,4.72307,2007
HD 82943 c,90,1.959 Jupiters,6.54993,2003
Kepler-972 b,3908,19.5 Earths,15.084,2016
HD 98219 b,371,1.964 Jupiters,8.05,2011
GJ 96 b,39,19.66 Earths,9.4,2018
Kepler-78 b,406,1.96716 Earths,11.717,2013
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-405 c,3474,19.6 Earths,16.181,2014
HD 12648 b,594,1.96 Jupiters,6.98656,2015
HIP 90988 b,307,1.96 Jupiters,7.75,2021
HATS-18 b,2037,1.9795 Jupiters,14.188,2016
Kepler-138 c,218,1.97 Earths,13.04,2014
PSR B0329+54 b,1647,1.97 Earths,20.8671,2017
HD 183579 b,187,19.7 Earths,8.67,2021
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 190647 b,178,1.985 Jupiters,7.78,2007
HD 107148 c,161,19.89606 Earths,8.01,2021
Kepler-295 b,5543,1.98 Earths,14.631,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-908 b,949,1.98 Earths,11.607,2016
Kepler-1311 c,2826,1.98 Earths,13.528,2016
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-402 b,2040,1.98 Earths,13.27,2014
HD 183579 b,187,19.7 Earths,8.67,2021
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 190647 b,178,1.985 Jupiters,7.78,2007
HD 107148 c,161,19.89606 Earths,8.01,2021
Kepler-295 b,5543,1.98 Earths,14.631,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-908 b,949,1.98 Earths,11.607,2016
Kepler-1311 c,2826,1.98 Earths,13.528,2016
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-402 b,2040,1.98 Earths,13.27,2014
HD 183579 b,187,19.7 Earths,8.67,2021
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 190647 b,178,1.985 Jupiters,7.78,2007
HD 107148 c,161,19.89606 Earths,8.01,2021
Kepler-295 b,5543,1.98 Earths,14.631,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-908 b,949,1.98 Earths,11.607,2016
Kepler-1311 c,2826,1.98 Earths,13.528,2016
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-402 b,2040,1.98 Earths,13.27,2014
HD 183579 b,187,19.7 Earths,8.67,2021
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 190647 b,178,1.985 Jupiters,7.78,2007
HD 107148 c,161,19.89606 Earths,8.01,2021
Kepler-295 b,5543,1.98 Earths,14.631,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-908 b,949,1.98 Earths,11.607,2016
Kepler-1311 c,2826,1.98 Earths,13.528,2016
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-402 b,2040,1.98 Earths,13.27,2014
HD 183579 b,187,19.7 Earths,8.67,2021
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 190647 b,178,1.985 Jupiters,7.78,2007
HD 107148 c,161,19.89606 Earths,8.01,2021
Kepler-295 b,5543,1.98 Earths,14.631,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-908 b,949,1.98 Earths,11.607,2016
Kepler-1311 c,2826,1.98 Earths,13.528,2016
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-402 b,2040,1.98 Earths,13.27,2014
Kepler-1215 b,2156,1.98 Earths,14.539,2016
Kepler-1223 b,1500,1.98 Earths,14.911,2016
Kepler-763 b,3140,1.98 Earths,15.965,2016
EPIC 201615463 c,1556,1.98 Earths,12.081,2019
K2-336 b,781,1.98 Earths,12.803,2016
Kepler-54 c,886,19.8 Earths,16.282,2012
Kepler-136 b,1373,19.8 Earths,11.822,2014
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 213885 c,157,19.95 Earths,7.95,2019
Kepler-1215 b,2156,1.98 Earths,14.539,2016
Kepler-1223 b,1500,1.98 Earths,14.911,2016
Kepler-763 b,3140,1.98 Earths,15.965,2016
EPIC 201615463 c,1556,1.98 Earths,12.081,2019
K2-336 b,781,1.98 Earths,12.803,2016
Kepler-54 c,886,19.8 Earths,16.282,2012
Kepler-136 b,1373,19.8 Earths,11.822,2014
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 213885 c,157,19.95 Earths,7.95,2019
Kepler-20 g,922,19.96 Earths,12.61,2016
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 164604 b,128,1.99792 Jupiters,9.62,2009
Kepler-318 b,1596,19.9 Earths,13.442,2014
HD 187123 c,150,1.99 Jupiters,7.83,2008
24 Sextantis b,235,1.99 Jupiters,6.4535,2010
Kepler-11 b,2108,1.9 Earths,13.817,2010
K2-24 b,556,19 Earths,11.275,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
WASP-135 b,973,1.9 Jupiters,13.181,2015
Kepler-76 b,2684,2.01 Jupiters,13.474,2013
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
6 Lyncis b,178,2.01 Jupiters,5.87307,2008
HD 33844 b,345,2.01 Jupiters,7.29,2015
Kepler-39 b,3449,20.1 Jupiters,14.355,2011
GJ 3323 b,18,2.02 Earths,12.57,2017
Kepler-637 b,2564,20.2 Earths,13.5,2016
Kepler-84 c,3340,20.2 Earths,14.92,2012
HD 206610 b,480,2.036 Jupiters,8.34,2009
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-76 b,2684,2.01 Jupiters,13.474,2013
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
6 Lyncis b,178,2.01 Jupiters,5.87307,2008
HD 33844 b,345,2.01 Jupiters,7.29,2015
Kepler-39 b,3449,20.1 Jupiters,14.355,2011
GJ 3323 b,18,2.02 Earths,12.57,2017
Kepler-637 b,2564,20.2 Earths,13.5,2016
Kepler-84 c,3340,20.2 Earths,14.92,2012
HD 206610 b,480,2.036 Jupiters,8.34,2009
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-76 b,2684,2.01 Jupiters,13.474,2013
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
6 Lyncis b,178,2.01 Jupiters,5.87307,2008
HD 33844 b,345,2.01 Jupiters,7.29,2015
Kepler-39 b,3449,20.1 Jupiters,14.355,2011
GJ 3323 b,18,2.02 Earths,12.57,2017
Kepler-637 b,2564,20.2 Earths,13.5,2016
Kepler-84 c,3340,20.2 Earths,14.92,2012
HD 206610 b,480,2.036 Jupiters,8.34,2009
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-76 b,2684,2.01 Jupiters,13.474,2013
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
6 Lyncis b,178,2.01 Jupiters,5.87307,2008
HD 33844 b,345,2.01 Jupiters,7.29,2015
Kepler-39 b,3449,20.1 Jupiters,14.355,2011
GJ 3323 b,18,2.02 Earths,12.57,2017
Kepler-637 b,2564,20.2 Earths,13.5,2016
Kepler-84 c,3340,20.2 Earths,14.92,2012
HD 206610 b,480,2.036 Jupiters,8.34,2009
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-76 b,2684,2.01 Jupiters,13.474,2013
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
6 Lyncis b,178,2.01 Jupiters,5.87307,2008
HD 33844 b,345,2.01 Jupiters,7.29,2015
Kepler-39 b,3449,20.1 Jupiters,14.355,2011
GJ 3323 b,18,2.02 Earths,12.57,2017
Kepler-637 b,2564,20.2 Earths,13.5,2016
Kepler-84 c,3340,20.2 Earths,14.92,2012
